CAMPUS NO,COURSE CODE,COURSE NAME,CRD HRS,STUDY CODE,STUDY DESC,ACTIVITY CODE,ACTIVITY DESC,SECTION,DEPT NO,DEPT NAME,CLASS TIMES
1,60712130,RADIOGRAPHIC POSITIONING andRELATED ANATOMY I LAB,2,1,Bachelor,2,Lab,1,18,Radiography Department,Friday
1,60712130,RADIOGRAPHIC POSITIONING andRELATED ANATOMY I LAB,2,1,Bachelor,2,Lab,2,18,Radiography Department,Saturday
1,60712130,RADIOGRAPHIC POSITIONING andRELATED ANATOMY I LAB,2,1,Bachelor,2,Lab,4,18,Radiography Department,Sunday
1,60712610,PRINCIPLE OF EXPOSURE,2,1,Bachelor,1,Lecture,1,18,Radiography Department,Monday
1,60713110,COMPUTED TOMOGRAPHY,3,1,Bachelor,1,Lecture,1,18,Radiography Department,Tuesday
1,60713121,RADIOGRAPHIC ANATOMY AND PATHOLOGY,4,1,Bachelor,1,Lecture,1,18,Radiography Department,Wednesday
1,60713130,RADIOTHERAPY,2,1,Bachelor,1,Lecture,1,18,Radiography Department,Thursday
1,60713140,MAGNETIC RESONANCE IMAGING,3,1,Bachelor,1,Lecture,1,18,Radiography Department,Friday
1,60713200,RADIOGRAPHIC SEMINAR,1,1,Bachelor,1,Lecture,1,18,Radiography Department,Saturday
1,60713200,RADIOGRAPHIC SEMINAR,1,1,Bachelor,1,Lecture,2,18,Radiography Department,Sunday
1,60713250,MAGNETIC RESONANCE IMAGING LAB,1,1,Bachelor,3,Clinic,1,18,Radiography Department,Monday
1,60713260,COMPUTED TOMOGRAPHY LAB,1,1,Bachelor,3,Clinic,1,18,Radiography Department,Tuesday
1,60714100,CLINICAL PRACTICUM II,6,1,Bachelor,1,Lecture,1,18,Radiography Department,Wednesday
1,60714130,MEDICAL ULTRASOUND,3,1,Bachelor,1,Lecture,1,18,Radiography Department,Thursday
1,60714130,MEDICAL ULTRASOUND,3,1,Bachelor,2,Lab,2,18,Radiography Department,Friday
1,60714310,ANGIOGRAPHY/ INTERVENTIONAL RADIOLOGY,2,1,Bachelor,1,Lecture,1,18,Radiography Department,Saturday
1,60714330,MAMMOGRAPHY,1,1,Bachelor,1,Lecture,1,18,Radiography Department,Sunday
1,61011200,SENSORY-MOTOR DEVELOPMENT OF HUMAN OCCUPATIONS,1,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,Monday
1,61011220,ACTIVITY ANALYSIS IN OCCUPATIONAL THERAPY,1,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,Tuesday
1,61012220,NEUROANATOMY AND NEUROPHYSIOLOGY,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,Wednesday
1,61013120,COMMUNITY-BASED REHABILITATION,1,1,Bachelor,1,Lecture,2,27,Occupational Therapy Department,Thursday
1,61013121,COMMUNITY-BASED REHABILITATION,1,1,Bachelor,1,Lecture,3,27,Occupational Therapy Department,Friday
1,61013130,OCCUPATIONAL THERAPY FOR PHYSICAL AND NEUROLOGICAL DYSFUNCTIONS,3,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,Saturday
1,61013140,OCCUPATIONAL THERAPY ASSESSMENT AND INTERVENTION FOR PHYSICAL AND NEUROLOGICAL DYSFUNCTIONS,3,1,Bachelor,2,Lab,1,27,Occupational Therapy Department,Sunday
1,61013150,SOCIAL PSYCHOLOGY FOR HEALTH SCIENCES,2,1,Bachelor,1,Lecture,2,27,Occupational Therapy Department,Monday
1,61013150,SOCIAL PSYCHOLOGY FOR HEALTH SCIENCES,2,1,Bachelor,1,Lecture,3,27,Occupational Therapy Department,Tuesday
1,61013160,ORTHOPEDICS REHABILITATION IN OCCUPATIONAL THERAPY,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,Wednesday
1,61013190,INDEPENDENT LIVING SKILLS,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,Thursday
1,61013191,INDEPENDENT LIVING SKILLS,3,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,Friday
1,61013230,OCCUPATIONAL THERAPY IN PSYCHIATRY AND MENTAL HEALTH ASSESSMENT AND INTERVENTION,3,1,Bachelor,2,Lab,1,27,Occupational Therapy Department,Saturday
1,61013240,INTERPROFESSIONAL PRACTICE AND COMMUNICATION SKILLS IN HEALTHCARE,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,Sunday
1,61013241,INTERPROFESSIONAL PRACTICE AND COMMUNICATION SKILLS IN HEALTHCARE,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,Monday
1,61013250,DEVELOPMENTAL NEUROPSYCHOLOGY,1,1,Bachelor,1,Lecture,2,27,Occupational Therapy Department,Tuesday
1,61013900,CLINICAL FIELD WORK II,3,1,Bachelor,3,Clinic,1,27,Occupational Therapy Department,Wednesday
1,61013910,CLINICAL FIELD WORK III,3,1,Bachelor,3,Clinic,1,27,Occupational Therapy Department,Thursday
1,61014100,NEURO-COGNITIVE REHABILITATION IN OCCUPATIONAL THERAPY,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,Friday
1,61014110,RESEARCH SEMINAR,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,Saturday
1,61014210,CLINICAL RESIDENCY,2,1,Bachelor,3,Clinic,1,27,Occupational Therapy Department,Sunday
1,61014210,CLINICAL RESIDENCY,2,1,Bachelor,3,Clinic,2,27,Occupational Therapy Department,Monday
1,61014250,CLINICAL FIELD WORK OBSERVATION,0,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,Tuesday
1,61014910,CLINICAL FIELD WORK IV,4,1,Bachelor,3,Clinic,1,27,Occupational Therapy Department,Wednesday
1,61014910,CLINICAL FIELD WORK IV,4,1,Bachelor,3,Clinic,2,27,Occupational Therapy Department,Thursday
1,61014920,CLINICAL FIELD WORK V,4,1,Bachelor,3,Clinic,1,27,Occupational Therapy Department,Friday
1,61014920,CLINICAL FIELD WORK V,4,1,Bachelor,3,Clinic,2,27,Occupational Therapy Department,Saturday
1,61111220,"MUSCULOSKELETAL ANATOMY I: UPPER LIMB, HEAD and NECK",3,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Sunday
1,61111220,"MUSCULOSKELETAL ANATOMY I: UPPER LIMB, HEAD and NECK",3,1,Bachelor,1,Lecture,2,28,Physio - Therapy Department,Monday
1,61111220,"MUSCULOSKELETAL ANATOMY I: UPPER LIMB, HEAD and NECK",3,1,Bachelor,2,Lab,1,28,Physio - Therapy Department,Tuesday
1,61111220,"MUSCULOSKELETAL ANATOMY I: UPPER LIMB, HEAD and NECK",3,1,Bachelor,2,Lab,2,28,Physio - Therapy Department,Wednesday
1,61112100,THERAPEUTIC EXERCISE I (ANATOMICAL TOPOGRAPHY and PASSIVE MOVEMENT),2,1,Bachelor,1,Lecture,3,28,Physio - Therapy Department,Thursday
1,61112100,THERAPEUTIC EXERCISE I (ANATOMICAL TOPOGRAPHY and PASSIVE MOVEMENT),2,1,Bachelor,1,Lecture,4,28,Physio - Therapy Department,Friday
1,61112110,MUSCULOSKELETAL ANATOMY II: TRUNK and LOWER LIMB,3,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Saturday
1,61112110,MUSCULOSKELETAL ANATOMY II: TRUNK and LOWER LIMB,3,1,Bachelor,2,Lab,1,28,Physio - Therapy Department,Sunday
1,61112110,MUSCULOSKELETAL ANATOMY II: TRUNK and LOWER LIMB,3,1,Bachelor,2,Lab,2,28,Physio - Therapy Department,Monday
1,61112120,PHYSIOTHERAPY FOR TRAUMATOLOGY and ORTHOPEDIC CONDITIONS I (UPPER LIMB),3,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Tuesday
1,61112130,KINESIOLOGY,2,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Wednesday
1,61112140,KINESIOLOGY LAB,1,1,Bachelor,2,Lab,3,28,Physio - Therapy Department,Thursday
1,61112150,EXERCISE PHYSIOLOGY,2,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Friday
1,61112160,TEST AND MEASUREMENTS,1,1,Bachelor,2,Lab,2,28,Physio - Therapy Department,Saturday
1,61112160,TEST AND MEASUREMENTS,1,1,Bachelor,2,Lab,3,28,Physio - Therapy Department,Sunday
1,61112250,CLINICAL REASONING AND DECISION MAKING,1,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Monday
1,61113110,RADIOLOGY and DIAGNOSTIC IMAGING IN PHYSIOTHERAPY PRACTICE,2,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Tuesday
1,61113120,PHYSIOTHERAPY INTERNAL MEDICINE and GENERAL SURGERY and CLINICAL EVALUATION,2,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Wednesday
1,61113130,MODALITIES and ELECTROTHERAPY II,2,1,Bachelor,2,Lab,2,28,Physio - Therapy Department,Thursday
1,61113130,MODALITIES and ELECTROTHERAPY II,2,1,Bachelor,2,Lab,3,28,Physio - Therapy Department,Friday
1,61113200,PHYSIOTHERAPY FOR NEUROLOGY and NEUROSURGERY CONDITIONS,3,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Saturday
1,61113210,PHYSIOTHERAPY SKILLS FOR NEUROLOGICAL CONDITIONS,2,1,Bachelor,2,Lab,2,28,Physio - Therapy Department,Sunday
1,61113210,PHYSIOTHERAPY SKILLS FOR NEUROLOGICAL CONDITIONS,2,1,Bachelor,2,Lab,3,28,Physio - Therapy Department,Monday
1,61113300,CLINICAL FIELD WORK (II),3,1,Bachelor,3,Clinic,1,28,Physio - Therapy Department,Tuesday
1,61114110,PHYSIOTHERAPY and REHABILITATION SKILLS FOR RESPIRATORY and CARDIOPULMONARY,1,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Wednesday
1,61114120,RESEARCH PROPOSAL IN PHYSIOTHERAPY,1,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Thursday
1,61114120,RESEARCH PROPOSAL IN PHYSIOTHERAPY,1,1,Bachelor,1,Lecture,2,28,Physio - Therapy Department,Friday
1,61114130,EVIDENCE BASED PHYSIOTHERAPY,2,1,Bachelor,1,Lecture,2,28,Physio - Therapy Department,Saturday
1,61114140,THERAPEUTIC COMMUNICATION,1,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Sunday
1,61114150,GERIATRICS PHYSIOTHERAPY,2,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Monday
1,61114200,CLINICAL EMPOWERMENT IN PT PRACTICE (RESIDENCY),2,1,Bachelor,3,Clinic,1,28,Physio - Therapy Department,Tuesday
1,61114200,CLINICAL EMPOWERMENT IN PT PRACTICE (RESIDENCY),2,1,Bachelor,3,Clinic,2,28,Physio - Therapy Department,Wednesday
1,61114210,CLINICAL FIELD WORK (III),3,1,Bachelor,3,Clinic,1,28,Physio - Therapy Department,Thursday
1,61114220,RESEARCH SEMINAR IN PHYSIOTHERAPY,2,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Friday
1,61114220,RESEARCH SEMINAR IN PHYSIOTHERAPY,2,1,Bachelor,1,Lecture,2,28,Physio - Therapy Department,Saturday
1,61114230,CLINICAL FIELD WORK IV,4,1,Bachelor,3,Clinic,1,28,Physio - Therapy Department,Sunday
1,61114230,CLINICAL FIELD WORK IV,4,1,Bachelor,3,Clinic,2,28,Physio - Therapy Department,Monday
1,61114240,CLINICAL FIELD WORK V,4,1,Bachelor,3,Clinic,1,28,Physio - Therapy Department,Tuesday
1,61114240,CLINICAL FIELD WORK V,4,1,Bachelor,3,Clinic,2,28,Physio - Therapy Department,Wednesday
1,61114250,CLINICAL FIELD WORK OBSERVATION,0,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,Thursday
1,61211100,INTRODUCTION TO COMMUNICATION DISORDERS,2,1,Bachelor,1,Lecture,1,31,"Speech, Language and Hearing Disorders Therapy Department",Friday
1,61212100,CLINICAL PHONETICS,2,1,Bachelor,1,Lecture,1,31,"Speech, Language and Hearing Disorders Therapy Department",Saturday
1,61212110,CHILD LANGUAGE DEVELOPMENT,2,1,Bachelor,1,Lecture,1,31,"Speech, Language and Hearing Disorders Therapy Department",Sunday
1,61212120,LANGUAGE SCIENCE,2,1,Bachelor,1,Lecture,2,31,"Speech, Language and Hearing Disorders Therapy Department",Monday
1,61212130,SPEECH and HEARING SCIENCE,3,1,Bachelor,1,Lecture,1,31,"Speech, Language and Hearing Disorders Therapy Department",Tuesday
1,61212140,LITERACY DISORDERS,2,1,Bachelor,1,Lecture,1,31,"Speech, Language and Hearing Disorders Therapy Department",Wednesday
1,61212150,FLUENCY DISORDERS,2,1,Bachelor,1,Lecture,2,31,"Speech, Language and Hearing Disorders Therapy Department",Thursday
1,61213110,AURAL REHABILITATION ACROSS THE LIFESPAN,3,1,Bachelor,1,Lecture,3,31,"Speech, Language and Hearing Disorders Therapy Department",Friday
1,61213110,AURAL REHABILITATION ACROSS THE LIFESPAN,3,1,Bachelor,2,Lab,3,31,"Speech, Language and Hearing Disorders Therapy Department",Saturday
1,61213110,AURAL REHABILITATION ACROSS THE LIFESPAN,3,1,Bachelor,2,Lab,4,31,"Speech, Language and Hearing Disorders Therapy Department",Sunday
1,61213120,HEARING AIDS,3,1,Bachelor,1,Lecture,1,31,"Speech, Language and Hearing Disorders Therapy Department",Monday
1,61213120,HEARING AIDS,3,1,Bachelor,2,Lab,1,31,"Speech, Language and Hearing Disorders Therapy Department",Tuesday
1,61213120,HEARING AIDS,3,1,Bachelor,2,Lab,2,31,"Speech, Language and Hearing Disorders Therapy Department",Wednesday
1,61213130,ORGANIC and NEUROGENIC DISORDERS OF COMMUNICATION,3,1,Bachelor,1,Lecture,2,31,"Speech, Language and Hearing Disorders Therapy Department",Thursday
1,61213140,EVALUATION AND DIAGNOSIS OF COMMUNICATION DISORDERS,3,1,Bachelor,1,Lecture,1,31,"Speech, Language and Hearing Disorders Therapy Department",Friday
1,61213140,EVALUATION AND DIAGNOSIS OF COMMUNICATION DISORDERS,3,1,Bachelor,2,Lab,3,31,"Speech, Language and Hearing Disorders Therapy Department",Saturday
1,61213150,EVIDENCE BASED PRACTICE,1,1,Bachelor,1,Lecture,3,31,"Speech, Language and Hearing Disorders Therapy Department",Sunday
1,61213160,COMMUNICATION DISORDERS RELATED TO CLEFT PALATE,2,1,Bachelor,1,Lecture,1,31,"Speech, Language and Hearing Disorders Therapy Department",Monday
1,61213210,VOICE DISORDERS,3,1,Bachelor,1,Lecture,2,31,"Speech, Language and Hearing Disorders Therapy Department",Tuesday
1,61213240,ADVANCED AUDIOLOGY,2,1,Bachelor,1,Lecture,1,31,"Speech, Language and Hearing Disorders Therapy Department",Wednesday
1,61213250,BALANCE DISORDERS AND MANAGEMENT,2,1,Bachelor,1,Lecture,1,31,"Speech, Language and Hearing Disorders Therapy Department",Thursday
1,61213310,CLINICAL PRACTICUM IN COMMUNICATION DISORDERS III,3,1,Bachelor,3,Clinic,1,31,"Speech, Language and Hearing Disorders Therapy Department",Friday
1,61213310,CLINICAL PRACTICUM IN COMMUNICATION DISORDERS III,3,1,Bachelor,3,Clinic,2,31,"Speech, Language and Hearing Disorders Therapy Department",Saturday
1,61214100,MEDICAL SPEECH PATHOLOGY,2,1,Bachelor,1,Lecture,1,31,"Speech, Language and Hearing Disorders Therapy Department",Sunday
1,61214110,MEDICAL ASPECTS OF AUDIOLOGY,2,1,Bachelor,1,Lecture,1,31,"Speech, Language and Hearing Disorders Therapy Department",Monday
1,61214200,CLINICAL PRACTICUM IN COMMUNICATION DISORDERS IV,4,1,Bachelor,3,Clinic,2,31,"Speech, Language and Hearing Disorders Therapy Department",Tuesday
1,70112160,PHARMACEUTICAL ORGANIC CHEMISTRY II,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Wednesday
1,70112160,PHARMACEUTICAL ORGANIC CHEMISTRY II,2,1,Bachelor,1,Lecture,2,35,Pharmacy Department,Thursday
1,70112170,PHARMACEUTICAL ANALYTICAL CHEMISTRY,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Friday
1,70112170,PHARMACEUTICAL ANALYTICAL CHEMISTRY,2,1,Bachelor,1,Lecture,3,35,Pharmacy Department,Saturday
1,70112180,PHARMACEUTICAL ANALYTICAL CHEMISTRY LAB,1,1,Bachelor,2,Lab,1,35,Pharmacy Department,Sunday
1,70112180,PHARMACEUTICAL ANALYTICAL CHEMISTRY LAB,1,1,Bachelor,2,Lab,2,35,Pharmacy Department,Monday
1,70112180,PHARMACEUTICAL ANALYTICAL CHEMISTRY LAB,1,1,Bachelor,2,Lab,5,35,Pharmacy Department,Tuesday
1,70112180,PHARMACEUTICAL ANALYTICAL CHEMISTRY LAB,1,1,Bachelor,2,Lab,6,35,Pharmacy Department,Wednesday
1,70112190,BIOCHEMISTRY FOR PHARMACY STUDENTS I (STRUCTURAL),3,1,Bachelor,1,Lecture,2,35,Pharmacy Department,Thursday
1,70112190,BIOCHEMISTRY FOR PHARMACY STUDENTS I (STRUCTURAL),3,1,Bachelor,1,Lecture,3,35,Pharmacy Department,Friday
1,70112200,PHYSIOLOGY FOR PHARMACY STUDENTS II,3,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Saturday
1,70112210,PHARMACEUTICS I,3,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Sunday
1,70112220,PHARMACEUTICAL ORGANIC CHEMISTRY II,3,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Monday
1,70112280,PHYSIOLOGY LAB FOR PHARMACY STUDENTS,1,1,Bachelor,2,Lab,2,35,Pharmacy Department,Tuesday
1,70112280,PHYSIOLOGY LAB FOR PHARMACY STUDENTS,1,1,Bachelor,2,Lab,3,35,Pharmacy Department,Wednesday
1,70112280,PHYSIOLOGY LAB FOR PHARMACY STUDENTS,1,1,Bachelor,2,Lab,4,35,Pharmacy Department,Thursday
1,70112360,PHARMACEUTICAL MICROBIOLOGY I,3,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Friday
1,70112360,PHARMACEUTICAL MICROBIOLOGY I,3,1,Bachelor,1,Lecture,2,35,Pharmacy Department,Saturday
1,70113111,PHARMACOLOGY I,3,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Sunday
1,70113111,PHARMACOLOGY I,3,1,Bachelor,1,Lecture,2,35,Pharmacy Department,Monday
1,70113150,MEDICINAL CHEMISTRY I and DRUG DESIGN,3,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Tuesday
1,70113150,MEDICINAL CHEMISTRY I and DRUG DESIGN,3,1,Bachelor,1,Lecture,2,35,Pharmacy Department,Wednesday
1,70113160,PHARMACEUTICS II,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Thursday
1,70113160,PHARMACEUTICS II,2,1,Bachelor,1,Lecture,2,35,Pharmacy Department,Friday
1,70113170,PHARMACEUTICS II LAB,1,1,Bachelor,2,Lab,1,35,Pharmacy Department,Saturday
1,70113170,PHARMACEUTICS II LAB,1,1,Bachelor,2,Lab,2,35,Pharmacy Department,Sunday
1,70113170,PHARMACEUTICS II LAB,1,1,Bachelor,2,Lab,3,35,Pharmacy Department,Monday
1,70113170,PHARMACEUTICS II LAB,1,1,Bachelor,2,Lab,4,35,Pharmacy Department,Tuesday
1,70113200,PHARMACOLOGY II,3,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Wednesday
1,70113260,PHARMACOGNOSY,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Thursday
1,70113260,PHARMACOGNOSY,2,1,Bachelor,1,Lecture,2,35,Pharmacy Department,Friday
1,70113270,PHARMACOGNOSY LAB,1,1,Bachelor,2,Lab,1,35,Pharmacy Department,Saturday
1,70113270,PHARMACOGNOSY LAB,1,1,Bachelor,2,Lab,2,35,Pharmacy Department,Sunday
1,70113270,PHARMACOGNOSY LAB,1,1,Bachelor,2,Lab,3,35,Pharmacy Department,Monday
1,70113270,PHARMACOGNOSY LAB,1,1,Bachelor,2,Lab,4,35,Pharmacy Department,Tuesday
1,70113390,IMMUNOLOGY FOR PHARMACY STUDENTS,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Wednesday
1,70113400,DRUG INFORMATION RESOURCES,1,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Thursday
1,70114100,PHARMACOLOGY III,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Friday
1,70114100,PHARMACOLOGY III,2,1,Bachelor,1,Lecture,2,35,Pharmacy Department,Saturday
1,70114120,DRUG DELIVERY SYSTEMS,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Sunday
1,70114130,MEDICINAL CHEMISTRY III,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Monday
1,70114130,MEDICINAL CHEMISTRY III,2,1,Bachelor,1,Lecture,2,35,Pharmacy Department,Tuesday
1,70114200,THERAPEUTICS and CLINICAL PHARMACY I,3,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Wednesday
1,70114200,THERAPEUTICS and CLINICAL PHARMACY I,3,1,Bachelor,1,Lecture,2,35,Pharmacy Department,Thursday
1,70114230,INDUSTRIAL PHARMACY,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Friday
1,70114250,PHARMACEUTICAL CALCULATIONS,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Saturday
1,70114260,INDUSTRIAL PHARMACY LAB,1,1,Bachelor,2,Lab,1,35,Pharmacy Department,Sunday
1,70114260,INDUSTRIAL PHARMACY LAB,1,1,Bachelor,2,Lab,2,35,Pharmacy Department,Monday
1,70114260,INDUSTRIAL PHARMACY LAB,1,1,Bachelor,2,Lab,3,35,Pharmacy Department,Tuesday
1,70114310,GENETICS and PHARMACOGENOMICS,3,1,Bachelor,1,Lecture,2,35,Pharmacy Department,Wednesday
1,70114320,CLINICAL BIOCHEMISTRY,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Thursday
1,70114500,CLINICAL NUTRITION,3,1,Bachelor,1,Lecture,2,35,Pharmacy Department,Friday
1,70115100,THERAPEUTICS and CLINICAL PHARMACY II,3,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Saturday
1,70115110,RESEARCH PROJECT,3,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Sunday
1,70115110,RESEARCH PROJECT,3,1,Bachelor,1,Lecture,2,35,Pharmacy Department,Monday
1,70115110,RESEARCH PROJECT,3,1,Bachelor,1,Lecture,3,35,Pharmacy Department,Tuesday
1,70115110,RESEARCH PROJECT,3,1,Bachelor,1,Lecture,4,35,Pharmacy Department,Wednesday
1,70115120,PHARMACEUTICAL REGULATIONS AND ETHICS,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Thursday
1,70115150,SELECTED TOPICS IN PHARMACOLOGY,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Friday
1,70115160,FIRST AID FOR PHARMACY STUDENTS,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Saturday
1,70115390,ANTIBIOTICS THERAPY AND INFECTIOUS DISEASES,2,1,Bachelor,1,Lecture,1,35,Pharmacy Department,Sunday
1,70115401,COMMUNITY PHARMACY AND FIELD TRAINING I B,0,1,Bachelor,3,Clinic,1,35,Pharmacy Department,Monday
1,70115411,COMMUNITY PHARMACY AND FIELD TRAINING II B,0,1,Bachelor,3,Clinic,1,35,Pharmacy Department,Tuesday
1,70211100,COSMETIC CHEMISTRY,2,13,Diploma,1,Lecture,1,36,Cosmetics and Skin Care,Wednesday
1,70211110,BIOLOGY OF SKIN,2,13,Diploma,1,Lecture,1,36,Cosmetics and Skin Care,Thursday
1,70211120,LASER PHYSICS,2,13,Diploma,1,Lecture,1,36,Cosmetics and Skin Care,Friday
1,70211130,ANATOMY and PHYSIOLOGY,2,13,Diploma,1,Lecture,1,36,Cosmetics and Skin Care,Saturday
1,70211140,INTRODUCTION TO COSMETIC SCIENCE,2,13,Diploma,1,Lecture,1,36,Cosmetics and Skin Care,Sunday
1,70211150,NUTRITION,2,13,Diploma,1,Lecture,1,36,Cosmetics and Skin Care,Monday
1,70211160,COMMUNICATION SKILLS AND COUNSELING IN COSMETOLOGY,1,13,Diploma,1,Lecture,1,36,Cosmetics and Skin Care,Tuesday
1,70211170,FIRST AID,1,13,Diploma,1,Lecture,1,36,Cosmetics and Skin Care,Wednesday
1,80111010,INTRODUCTION TO DENTISTRY,1,1,Bachelor,1,Lecture,2,11,Dentistry Department,Thursday
1,80111010,INTRODUCTION TO DENTISTRY,1,1,Bachelor,1,Lecture,3,11,Dentistry Department,Friday
1,80111010,INTRODUCTION TO DENTISTRY,1,1,Bachelor,1,Lecture,4,11,Dentistry Department,Saturday
1,80112202,HISTOLOGY,2,1,Bachelor,1,Lecture,1,4,Pathology and Histology Department,Sunday
1,80112202,HISTOLOGY,2,1,Bachelor,1,Lecture,2,4,Pathology and Histology Department,Monday
1,80112202,HISTOLOGY,2,1,Bachelor,1,Lecture,3,4,Pathology and Histology Department,Tuesday
1,80112202,HISTOLOGY,2,1,Bachelor,1,Lecture,4,4,Pathology and Histology Department,Wednesday
1,80112230,HISTOLOGY LAB,1,1,Bachelor,2,Lab,2,4,Pathology and Histology Department,Thursday
1,80112230,HISTOLOGY LAB,1,1,Bachelor,2,Lab,3,4,Pathology and Histology Department,Friday
1,80112230,HISTOLOGY LAB,1,1,Bachelor,2,Lab,4,4,Pathology and Histology Department,Saturday
1,80112230,HISTOLOGY LAB,1,1,Bachelor,2,Lab,5,4,Pathology and Histology Department,Sunday
1,80112230,HISTOLOGY LAB,1,1,Bachelor,2,Lab,6,4,Pathology and Histology Department,Monday
1,80112230,HISTOLOGY LAB,1,1,Bachelor,2,Lab,7,4,Pathology and Histology Department,Tuesday
1,80112230,HISTOLOGY LAB,1,1,Bachelor,2,Lab,8,4,Pathology and Histology Department,Wednesday
1,80112230,HISTOLOGY LAB,1,1,Bachelor,2,Lab,9,4,Pathology and Histology Department,Thursday
1,80112230,HISTOLOGY LAB,1,1,Bachelor,2,Lab,10,4,Pathology and Histology Department,Friday
1,80112230,HISTOLOGY LAB,1,1,Bachelor,2,Lab,11,4,Pathology and Histology Department,Saturday
1,80112230,HISTOLOGY LAB,1,1,Bachelor,2,Lab,12,4,Pathology and Histology Department,Sunday
1,80112613,GENERAL ANATOMY,3,1,Bachelor,1,Lecture,1,11,Dentistry Department,Monday
1,80112613,GENERAL ANATOMY,3,1,Bachelor,1,Lecture,2,11,Dentistry Department,Tuesday
1,80112613,GENERAL ANATOMY,3,1,Bachelor,1,Lecture,3,11,Dentistry Department,Wednesday
1,80112613,GENERAL ANATOMY,3,1,Bachelor,1,Lecture,4,11,Dentistry Department,Thursday
1,80112632,PHYSIOLOGY I,2,1,Bachelor,1,Lecture,1,7,Physiology Department,Friday
1,80112632,PHYSIOLOGY I,2,1,Bachelor,1,Lecture,2,7,Physiology Department,Saturday
1,80112632,PHYSIOLOGY I,2,1,Bachelor,1,Lecture,3,7,Physiology Department,Sunday
1,80112632,PHYSIOLOGY I,2,1,Bachelor,1,Lecture,4,7,Physiology Department,Monday
1,80112670,GENERAL ANATOMY LAB,1,1,Bachelor,2,Lab,2,11,Dentistry Department,Tuesday
1,80112670,GENERAL ANATOMY LAB,1,1,Bachelor,2,Lab,3,11,Dentistry Department,Wednesday
1,80112670,GENERAL ANATOMY LAB,1,1,Bachelor,2,Lab,4,11,Dentistry Department,Thursday
1,80112670,GENERAL ANATOMY LAB,1,1,Bachelor,2,Lab,5,11,Dentistry Department,Friday
1,80112670,GENERAL ANATOMY LAB,1,1,Bachelor,2,Lab,6,11,Dentistry Department,Saturday
1,80112670,GENERAL ANATOMY LAB,1,1,Bachelor,2,Lab,7,11,Dentistry Department,Sunday
1,80112670,GENERAL ANATOMY LAB,1,1,Bachelor,2,Lab,8,11,Dentistry Department,Monday
